Siruta,Localitate,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
8158,Unirea,0.7531188118811881,0.7531188118811881,2.51039603960396,2.51039603960396,10.04158415841584,0.5020792079207921,0.7531188118811881,2.51039603960396
8229,Vadu Motilor,0.20220588235294118,0.20220588235294118,0.6740196078431373,0.6740196078431373,2.696078431372549,0.13480392156862744,0.20220588235294118,0.6740196078431373
8354,Valea Lunga,0.4569902912621359,0.4569902912621359,1.5233009708737864,1.5233009708737864,6.093203883495145,0.30466019417475726,0.4569902912621359,1.5233009708737864
8425,Vidra,0.2391346153846154,0.2391346153846154,0.7971153846153847,0.7971153846153847,3.1884615384615387,0.15942307692307692,0.2391346153846154,0.7971153846153847
8826,Vintu De Jos,0.7821428571428571,0.7821428571428571,2.607142857142857,2.607142857142857,10.428571428571429,0.5214285714285715,0.7821428571428571,2.607142857142857
9019,Cut,0.17957547169811322,0.17957547169811322,0.5985849056603774,0.5985849056603774,2.3943396226415095,0.11971698113207548,0.17957547169811322,0.5985849056603774
9026,Bucerdea Granoasa,0.3372897196261682,0.3372897196261682,1.1242990654205607,1.1242990654205607,4.497196261682243,0.22485981308411215,0.3372897196261682,1.1242990654205607
9262,Municipiul Arad,24.882638888888888,24.882638888888888,82.94212962962963,82.94212962962963,331.76851851851853,16.588425925925925,24.882638888888888,82.94212962962963
9280,Fantanele,0.5108256880733945,0.5108256880733945,1.7027522935779817,1.7027522935779817,6.811009174311927,0.3405504587155963,0.5108256880733945,1.7027522935779817
9333,Livada,0.4737272727272727,0.4737272727272727,1.579090909090909,1.579090909090909,6.316363636363636,0.31581818181818183,0.4737272727272727,1.579090909090909
9360,Sofronea,0.37175675675675673,0.37175675675675673,1.2391891891891893,1.2391891891891893,4.956756756756757,0.24783783783783786,0.37175675675675673,1.2391891891891893
9397,Vladimirescu,1.7386607142857142,1.7386607142857142,5.795535714285714,5.795535714285714,23.182142857142857,1.159107142857143,1.7386607142857142,5.795535714285714
9459,Oras Chisineu-Cris,1.1199557522123893,1.1199557522123893,3.7331858407079648,3.7331858407079648,14.932743362831859,0.7466371681415929,1.1199557522123893,3.7331858407079648
9495,Oras Curtici,1.146842105263158,1.146842105263158,3.8228070175438598,3.8228070175438598,15.291228070175439,0.7645614035087719,1.146842105263158,3.8228070175438598
9538,Oras Ineu,1.249695652173913,1.249695652173913,4.165652173913044,4.165652173913044,16.662608695652175,0.8331304347826087,1.249695652173913,4.165652173913044
9574,Oras Lipova,1.4736206896551725,1.4736206896551725,4.912068965517242,4.912068965517242,19.648275862068967,0.9824137931034481,1.4736206896551725,4.912068965517242
9627,Oras Nadlac,1.025897435897436,1.025897435897436,3.4196581196581195,3.4196581196581195,13.678632478632478,0.6839316239316239,1.025897435897436,3.4196581196581195
9654,Oras Pancota,1.0329661016949154,1.0329661016949154,3.4432203389830507,3.4432203389830507,13.772881355932203,0.6886440677966101,1.0329661016949154,3.4432203389830507
9690,Oras Sebis,0.8123949579831933,0.8123949579831933,2.707983193277311,2.707983193277311,10.831932773109244,0.5415966386554621,0.8123949579831933,2.707983193277311
9743,Almas,0.328125,0.328125,1.09375,1.09375,4.375,0.21875,0.328125,1.09375
9798,Apateu,0.4253305785123967,0.4253305785123967,1.4177685950413224,1.4177685950413224,5.671074380165289,0.2835537190082645,0.4253305785123967,1.4177685950413224
9832,Archis,0.18995901639344262,0.18995901639344262,0.6331967213114754,0.6331967213114754,2.5327868852459017,0.1266393442622951,0.18995901639344262,0.6331967213114754
9887,Bata,0.12914634146341464,0.12914634146341464,0.4304878048780488,0.4304878048780488,1.721951219512195,0.08609756097560975,0.12914634146341464,0.4304878048780488
9930,Beliu,0.3659274193548387,0.3659274193548387,1.219758064516129,1.219758064516129,4.879032258064516,0.2439516129032258,0.3659274193548387,1.219758064516129
10006,Birchis,0.22668000000000002,0.22668000000000002,0.7556,0.7556,3.0224,0.15112,0.22668000000000002,0.7556
10051,Barsa,0.21833333333333335,0.21833333333333335,0.7277777777777777,0.7277777777777777,2.911111111111111,0.14555555555555555,0.21833333333333335,0.7277777777777777
10104,Barzava,0.3003543307086614,0.3003543307086614,1.0011811023622048,1.0011811023622048,4.004724409448819,0.20023622047244094,0.3003543307086614,1.0011811023622048
10195,Bocsig,0.39796875,0.39796875,1.3265625,1.3265625,5.30625,0.2653125,0.39796875,1.3265625
10239,Brazii,0.14255813953488372,0.14255813953488372,0.4751937984496124,0.4751937984496124,1.9007751937984496,0.09503875968992248,0.14255813953488372,0.4751937984496124
10293,Buteni,0.3931153846153846,0.3931153846153846,1.3103846153846155,1.3103846153846155,5.241538461538462,0.2620769230769231,0.3931153846153846,1.3103846153846155
10346,Carand,0.13282442748091602,0.13282442748091602,0.44274809160305345,0.44274809160305345,1.7709923664122138,0.08854961832061069,0.13282442748091602,0.44274809160305345
10373,Cermei,0.31136363636363634,0.31136363636363634,1.0378787878787878,1.0378787878787878,4.151515151515151,0.20757575757575758,0.31136363636363634,1.0378787878787878
10417,Chisindia,0.14853383458646616,0.14853383458646616,0.4951127819548872,0.4951127819548872,1.980451127819549,0.09902255639097743,0.14853383458646616,0.4951127819548872
10453,Conop,0.25522388059701495,0.25522388059701495,0.8507462686567164,0.8507462686567164,3.4029850746268657,0.1701492537313433,0.25522388059701495,0.8507462686567164
10514,Covasint,0.30233333333333334,0.30233333333333334,1.0077777777777779,1.0077777777777779,4.0311111111111115,0.20155555555555557,0.30233333333333334,1.0077777777777779
10532,Craiva,0.3195220588235294,0.3195220588235294,1.0650735294117648,1.0650735294117648,4.260294117647059,0.21301470588235294,0.3195220588235294,1.0650735294117648
10649,Dezna,0.13204379562043794,0.13204379562043794,0.4401459854014598,0.4401459854014598,1.7605839416058393,0.08802919708029197,0.13204379562043794,0.4401459854014598
10701,Dieci,0.16195652173913044,0.16195652173913044,0.5398550724637681,0.5398550724637681,2.1594202898550723,0.10797101449275362,0.16195652173913044,0.5398550724637681
10765,Ususau,0.15323741007194244,0.15323741007194244,0.5107913669064749,0.5107913669064749,2.0431654676258995,0.10215827338129496,0.15323741007194244,0.5107913669064749
10827,Felnac,0.33675,0.33675,1.1225,1.1225,4.49,0.2245,0.33675,1.1225
10872,Ghioroc,0.43446808510638296,0.43446808510638296,1.44822695035461,1.44822695035461,5.79290780141844,0.289645390070922,0.43446808510638296,1.44822695035461
10916,Graniceri,0.2688380281690141,0.2688380281690141,0.8961267605633803,0.8961267605633803,3.584507042253521,0.17922535211267607,0.2688380281690141,0.8961267605633803
10943,Gurahont,0.4090909090909091,0.4090909090909091,1.3636363636363635,1.3636363636363635,5.454545454545454,0.2727272727272727,0.4090909090909091,1.3636363636363635
11058,Halmagiu,0.288125,0.288125,0.9604166666666667,0.9604166666666667,3.841666666666667,0.19208333333333336,0.288125,0.9604166666666667
11174,Halmagel,0.12682758620689655,0.12682758620689655,0.4227586206896552,0.4227586206896552,1.6910344827586208,0.08455172413793104,0.12682758620689655,0.4227586206896552
11236,Hasmas,0.13037671232876713,0.13037671232876713,0.4345890410958904,0.4345890410958904,1.7383561643835617,0.08691780821917808,0.13037671232876713,0.4345890410958904
11307,Ignesti,0.07357142857142857,0.07357142857142857,0.24523809523809523,0.24523809523809523,0.9809523809523809,0.04904761904761904,0.07357142857142857,0.24523809523809523
11352,Iratosu,0.2591554054054054,0.2591554054054054,0.8638513513513514,0.8638513513513514,3.4554054054054055,0.17277027027027028,0.2591554054054054,0.8638513513513514
11398,Macea,0.7214093959731545,0.7214093959731545,2.4046979865771814,2.4046979865771814,9.618791946308725,0.48093959731543623,0.7214093959731545,2.4046979865771814
11423,Misca,0.3786999999999999,0.3786999999999999,1.2623333333333333,1.2623333333333333,5.049333333333333,0.2524666666666667,0.3786999999999999,1.2623333333333333
11478,Moneasa,0.0913907284768212,0.0913907284768212,0.304635761589404,0.304635761589404,1.218543046357616,0.060927152317880796,0.0913907284768212,0.304635761589404
11502,Olari,0.19796052631578945,0.19796052631578945,0.6598684210526315,0.6598684210526315,2.639473684210526,0.13197368421052633,0.19796052631578945,0.6598684210526315
11539,Paulis,0.42549019607843136,0.42549019607843136,1.4183006535947713,1.4183006535947713,5.673202614379085,0.28366013071895424,0.42549019607843136,1.4183006535947713
11584,Oras Pecica,1.3757142857142857,1.3757142857142857,4.585714285714285,4.585714285714285,18.34285714285714,0.9171428571428571,1.3757142857142857,4.585714285714285
11637,Peregu Mare,0.17487096774193547,0.17487096774193547,0.5829032258064516,0.5829032258064516,2.3316129032258064,0.11658064516129032,0.17487096774193547,0.5829032258064516
11664,Petris,0.13288461538461538,0.13288461538461538,0.44294871794871793,0.44294871794871793,1.7717948717948717,0.08858974358974357,0.13288461538461538,0.44294871794871793
11735,Pilu,0.2085668789808917,0.2085668789808917,0.6952229299363057,0.6952229299363057,2.780891719745223,0.13904458598726116,0.2085668789808917,0.6952229299363057
11762,Plescuta,0.11022151898734177,0.11022151898734177,0.36740506329113926,0.36740506329113926,1.469620253164557,0.07348101265822785,0.11022151898734177,0.36740506329113926
11842,Savarsin,0.2759433962264151,0.2759433962264151,0.9198113207547169,0.9198113207547169,3.6792452830188678,0.18396226415094338,0.2759433962264151,0.9198113207547169
11940,Secusigiu,0.58275,0.58275,1.9425,1.9425,7.77,0.3885,0.58275,1.9425
11995,Seleus,0.27829192546583853,0.27829192546583853,0.927639751552795,0.927639751552795,3.71055900621118,0.18552795031055902,0.27829192546583853,0.927639751552795
12037,Semlac,0.39222222222222225,0.39222222222222225,1.3074074074074074,1.3074074074074074,5.229629629629629,0.2614814814814815,0.39222222222222225,1.3074074074074074
12055,Sintea Mare,0.35374233128834354,0.35374233128834354,1.1791411042944786,1.1791411042944786,4.716564417177914,0.2358282208588957,0.35374233128834354,1.1791411042944786
12091,Oras Santana,1.4301219512195122,1.4301219512195122,4.767073170731707,4.767073170731707,19.068292682926828,0.9534146341463414,1.4301219512195122,4.767073170731707
12126,Socodor,0.207,0.207,0.69,0.69,2.76,0.138,0.207,0.69
12144,Sagu,0.3758132530120482,0.3758132530120482,1.252710843373494,1.252710843373494,5.010843373493976,0.2505421686746988,0.3758132530120482,1.252710843373494
12206,Seitin,0.2776347305389222,0.2776347305389222,0.9254491017964072,0.9254491017964072,3.7017964071856286,0.18508982035928145,0.2776347305389222,0.9254491017964072
12224,Sepreus,0.25955357142857144,0.25955357142857144,0.8651785714285715,0.8651785714285715,3.460714285714286,0.1730357142857143,0.25955357142857144,0.8651785714285715
12242,Sicula,0.3796153846153846,0.3796153846153846,1.2653846153846153,1.2653846153846153,5.061538461538461,0.2530769230769231,0.3796153846153846,1.2653846153846153
12288,Silindia,0.07720588235294118,0.07720588235294118,0.25735294117647056,0.25735294117647056,1.0294117647058822,0.051470588235294115,0.07720588235294118,0.25735294117647056
12340,Simand,0.388859649122807,0.388859649122807,1.2961988304093568,1.2961988304093568,5.184795321637427,0.2592397660818713,0.388859649122807,1.2961988304093568
12368,Siria,0.7921220930232559,0.7921220930232559,2.640406976744186,2.640406976744186,10.561627906976744,0.5280813953488372,0.7921220930232559,2.640406976744186
12402,Sistarovat,0.027658959537572254,0.027658959537572254,0.09219653179190751,0.09219653179190751,0.36878612716763004,0.018439306358381504,0.027658959537572254,0.09219653179190751
12457,Taut,0.14353448275862069,0.14353448275862069,0.47844827586206895,0.47844827586206895,1.9137931034482758,0.09568965517241379,0.14353448275862069,0.47844827586206895
12509,Tarnova,0.5316857142857143,0.5316857142857143,1.7722857142857142,1.7722857142857142,7.089142857142857,0.3544571428571428,0.5316857142857143,1.7722857142857142
12572,Varadia De Mures,0.14360795454545455,0.14360795454545455,0.4786931818181818,0.4786931818181818,1.9147727272727273,0.09573863636363636,0.14360795454545455,0.4786931818181818
12643,Vinga,0.5818644067796611,0.5818644067796611,1.9395480225988702,1.9395480225988702,7.758192090395481,0.387909604519774,0.5818644067796611,1.9395480225988702
12689,Varfurile,0.22592696629213482,0.22592696629213482,0.7530898876404495,0.7530898876404495,3.012359550561798,0.15061797752808992,0.22592696629213482,0.7530898876404495
12778,Zabrani,0.3860614525139665,0.3860614525139665,1.2868715083798883,1.2868715083798883,5.147486033519553,0.25737430167597763,0.3860614525139665,1.2868715083798883
12812,Zarand,0.22875,0.22875,0.7625,0.7625,3.05,0.1525,0.22875,0.7625
12849,Zerind,0.11958563535911602,0.11958563535911602,0.39861878453038674,0.39861878453038674,1.594475138121547,0.07972375690607736,0.11958563535911602,0.39861878453038674
12876,Zimandu Nou,0.40384615384615385,0.40384615384615385,1.3461538461538463,1.3461538461538463,5.384615384615385,0.2692307692307692,0.40384615384615385,1.3461538461538463
12912,Dorobanti,0.13188524590163933,0.13188524590163933,0.4396174863387978,0.4396174863387978,1.7584699453551913,0.08792349726775957,0.13188524590163933,0.4396174863387978
12920,Frumuseni,0.22540760869565218,0.22540760869565218,0.751358695652174,0.751358695652174,3.005434782608696,0.1502717391304348,0.22540760869565218,0.751358695652174
12938,Zadareni,0.2301081081081081,0.2301081081081081,0.7670270270270271,0.7670270270270271,3.0681081081081083,0.1534054054054054,0.2301081081081081,0.7670270270270271
13169,Municipiul Pitesti,14.258306451612903,14.258306451612903,47.527688172043014,47.527688172043014,190.11075268817206,9.505537634408602,14.258306451612903,47.527688172043014
13187,Bascov,0.8440909090909091,0.8440909090909091,2.8136363636363635,2.8136363636363635,11.254545454545454,0.5627272727272727,0.8440909090909091,2.8136363636363635
13276,Bradu,0.6154787234042552,0.6154787234042552,2.051595744680851,2.051595744680851,8.206382978723404,0.4103191489361702,0.6154787234042552,2.051595744680851
13301,Oras Mioveni,2.742777777777778,2.742777777777778,9.142592592592592,9.142592592592592,36.57037037037037,1.8285185185185184,2.742777777777778,9.142592592592592
13365,Maracineni,0.4144736842105263,0.4144736842105263,1.381578947368421,1.381578947368421,5.526315789473684,0.27631578947368424,0.4144736842105263,1.381578947368421
13392,Oras Stefanesti,1.196701570680628,1.196701570680628,3.9890052356020944,3.9890052356020944,15.956020942408378,0.7978010471204189,1.196701570680628,3.9890052356020944
13490,Municipiul Campulung,2.887109375,2.887109375,9.623697916666666,9.623697916666666,38.494791666666664,1.9247395833333334,2.887109375,9.623697916666666
13524,Valea Mare Pravat,0.3324870466321244,0.3324870466321244,1.1082901554404145,1.1082901554404145,4.433160621761658,0.2216580310880829,0.3324870466321244,1.1082901554404145
13622,Municipiul Curtea De Arges,2.5854896907216496,2.5854896907216496,8.618298969072164,8.618298969072164,34.473195876288656,1.723659793814433,2.5854896907216496,8.618298969072164
13668,Oras Costesti,0.8186153846153846,0.8186153846153846,2.7287179487179487,2.7287179487179487,10.914871794871795,0.5457435897435897,0.8186153846153846,2.7287179487179487
13757,Oras Topoloveni,0.7223724489795919,0.7223724489795919,2.407908163265306,2.407908163265306,9.631632653061224,0.4815816326530612,0.7223724489795919,2.407908163265306
13819,Albestii De Arges,0.4611928934010152,0.4611928934010152,1.5373096446700507,1.5373096446700507,6.149238578680203,0.3074619289340102,0.4611928934010152,1.5373096446700507
13891,Albestii De Muscel,0.11924242424242425,0.11924242424242425,0.3974747474747475,0.3974747474747475,1.58989898989899,0.0794949494949495,0.11924242424242425,0.3974747474747475
13935,Albota,0.29615577889447237,0.29615577889447237,0.9871859296482413,0.9871859296482413,3.948743718592965,0.19743718592964823,0.29615577889447237,0.9871859296482413
13999,Aninoasa,0.25125,0.25125,0.8375,0.8375,3.35,0.1675,0.25125,0.8375
14049,Arefu,0.18388059701492537,0.18388059701492537,0.6129353233830845,0.6129353233830845,2.451741293532338,0.12258706467661691,0.18388059701492537,0.6129353233830845
14085,Babana,0.21527227722772277,0.21527227722772277,0.7175742574257425,0.7175742574257425,2.87029702970297,0.1435148514851485,0.21527227722772277,0.7175742574257425
14165,Baiculesti,0.45147783251231527,0.45147783251231527,1.5049261083743843,1.5049261083743843,6.019704433497537,0.30098522167487685,0.45147783251231527,1.5049261083743843
14272,Balilesti,0.29948529411764707,0.29948529411764707,0.9982843137254902,0.9982843137254902,3.993137254901961,0.19965686274509803,0.29948529411764707,0.9982843137254902
14352,Beleti-Negresti,0.13741463414634147,0.13741463414634147,0.4580487804878049,0.4580487804878049,1.8321951219512196,0.09160975609756097,0.13741463414634147,0.4580487804878049
14405,Berevoesti,0.2555097087378641,0.2555097087378641,0.8516990291262136,0.8516990291262136,3.4067961165048546,0.17033980582524272,0.2555097087378641,0.8516990291262136
14450,Barla,0.33543478260869564,0.33543478260869564,1.1181159420289855,1.1181159420289855,4.472463768115942,0.2236231884057971,0.33543478260869564,1.1181159420289855
14584,Bogati,0.3244471153846154,0.3244471153846154,1.0814903846153847,1.0814903846153847,4.325961538461539,0.21629807692307693,0.3244471153846154,1.0814903846153847
14673,Boteni,0.17433014354066986,0.17433014354066986,0.5811004784688996,0.5811004784688996,2.3244019138755982,0.1162200956937799,0.17433014354066986,0.5811004784688996
14726,Botesti,0.081,0.081,0.27,0.27,1.08,0.054,0.081,0.27
14753,Bradulet,0.1290995260663507,0.1290995260663507,0.43033175355450237,0.43033175355450237,1.7213270142180095,0.08606635071090048,0.1290995260663507,0.43033175355450237
